id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
1038098,1268012,7100,7100,7100, 36 months,0.1527,247.07,C,C4,10+ years,MORTGAGE,40000,Not Verified,2011-11-01,Fully Paid,080xx,NJ,16.08,0,01-07-2000,1,81,NA,6,0,5367,0.624,11,f,0,0,8624.213305,8624.21,7100,1524.21,0,0,0,2013-12-01,1745.7,2016-05-01
1038101,1268014,18000,18000,18000, 60 months,0.1596,437.35,C,C5,3 years,RENT,102000,Source Verified,2011-12-01,Fully Paid,662xx,KS,14.64,0,01-01-1988,1,NA,NA,8,0,14754,0.696,25,f,0,0,20056.82079,20056.82,18000,2056.82,0,0,0,2012-09-01,16564.78,2016-05-01
1038103,1268016,31000,31000,30975, 60 months,0.1242,696.18,B,B4,10+ years,MORTGAGE,62400,Verified,2011-12-01,Current,190xx,PA,18.31,0,01-09-2002,0,NA,NA,8,0,57659,0.531,14,f,4686,4682,36883.5,36853.78,26314.11,10569.39,0,0,0,2016-05-01,696.18,2016-05-01
1038105,1268018,10800,10800,10800, 36 months,0.1349,366.45,C,C1,< 1 year,RENT,50000,Verified,2011-11-01,Fully Paid,331xx,FL,23.71,2,01-05-2000,0,17,NA,18,0,9864,0.948,28,f,0,0,13192.15011,13192.15,10800,2392.15,0,0,0,2014-12-01,382.65,2015-01-01
1038123,1268039,12000,12000,12000, 36 months,0.1242,400.99,B,B4,5 years,RENT,85000,Verified,2011-11-01,Fully Paid,209xx,MD,16.8,0,01-01-2007,0,NA,NA,13,0,14171,0.695,17,f,0,0,14350.55848,14350.56,12000,2350.56,0,0,0,2014-06-01,2737.82,2016-05-01
1038126,1268042,15000,15000,15000, 36 months,0.0603,456.54,A,A1,4 years,OWN,53481,Not Verified,2011-11-01,Fully Paid,088xx,NJ,10.81,0,01-05-1990,0,47,NA,15,0,18282,0.182,38,f,0,0,16435.16395,16435.16,15000,1435.16,0,0,0,2014-12-01,462.05,2016-05-01
1038147,1268064,16600,16600,16600, 60 months,0.1596,403.33,C,C5,10+ years,RENT,40000,Not Verified,2011-12-01,Fully Paid,219xx,MD,13.17,0,01-02-2001,3,NA,NA,13,0,15964,0.651,24,f,0,0,20516.05655,20516.06,16600,3916.06,0,0,0,2013-08-01,12863.34,2013-11-01
1038158,1268075,15000,15000,15000, 36 months,0.1427,514.64,C,C2,5 years,RENT,53000,Verified,2011-11-01,Fully Paid,957xx,CA,22.03,0,01-07-2005,1,NA,NA,9,0,5286,0.448,14,f,0,0,18361.35908,18361.36,15000,3361.36,0,0,0,2014-05-01,3971.61,2016-05-01
1038180,1267879,8000,8000,7975, 36 months,0.0662,245.63,A,A2,2 years,RENT,65000,Source Verified,2011-11-01,Fully Paid,331xx,FL,11.8,0,01-07-2006,0,NA,NA,9,0,3172,0.216,12,f,0,0,8642.22418,8615.22,8000,642.22,0,0,0,2013-07-01,4220.98,2013-12-01
1038218,1268117,10000,10000,10000, 36 months,0.1349,339.31,C,C1,10+ years,MORTGAGE,75000,Not Verified,2011-12-01,Fully Paid,021xx,MA,4.85,0,01-12-1995,2,63,NA,6,0,2262,0.552,19,f,0,0,12222.37767,12222.38,10000,2222.38,0,0,0,2014-12-01,366.08,2015-07-01
1038222,1268121,12000,12000,11950, 60 months,0.1903,311.49,E,E2,5 years,RENT,80000,Verified,2011-12-01,Fully Paid,125xx,NY,17.16,0,01-03-2001,2,NA,NA,9,0,15405,0.658,22,f,0,0,16852.02764,16781.81,12000,4852.03,0,0,0,2014-07-01,7535.54,2016-04-01
1038223,1268122,4500,4500,4500, 36 months,0.0662,138.17,A,A2,2 years,RENT,42000,Not Verified,2011-11-01,Fully Paid,223xx,VA,25.17,0,01-02-1995,2,NA,NA,10,0,24868,0.397,24,f,0,0,4804.416925,4804.42,4500,304.42,0,0,0,2013-05-01,1359.35,2014-04-01
1038226,1268126,10000,10000,10000, 36 months,0.1427,343.09,C,C2,10+ years,RENT,40000,Verified,2011-11-01,Fully Paid,334xx,FL,11.67,0,01-03-1999,1,26,NA,5,0,9516,0.767,16,f,0,0,11678.56086,11678.56,10000,1678.56,0,0,0,2013-12-01,52.44,2016-05-01
1038229,1268129,35000,35000,35000, 36 months,0.1903,1283.5,E,E2,6 years,RENT,200000,Source Verified,2011-12-01,Fully Paid,237xx,VA,4.18,0,01-11-1994,0,52,NA,8,0,13645,0.916,19,f,0,0,46205.59827,46205.6,35000,11205.6,0,0,0,2014-12-01,1306.62,2015-12-01
1038230,1268130,12000,12000,12000, 36 months,0.1171,396.92,B,B3,10+ years,RENT,83000,Not Verified,2011-11-01,Fully Paid,111xx,NY,17.99,0,01-10-2003,1,NA,NA,7,0,12632,0.702,15,f,0,0,14288.76169,14288.76,12000,2288.76,0,0,0,2014-12-01,415.03,2016-04-01
1038253,1268154,10400,10400,10400, 36 months,0.1629,367.13,D,D1,10+ years,RENT,65000,Source Verified,2011-11-01,Fully Paid,207xx,MD,24.57,0,01-08-1999,1,47,NA,10,0,15719,0.909,14,f,0,0,13230.12328,13230.12,10400,2811.76,18.36000003,0,0,2014-11-01,734.85,2016-05-01
1038273,1268175,18000,18000,18000, 60 months,0.1903,467.23,E,E2,10+ years,MORTGAGE,75000,Source Verified,2011-12-01,Charged Off,238xx,VA,17.57,0,01-01-2000,1,NA,NA,9,0,11776,0.973,15,f,0,0,8209.47,8209.47,3569.63,4639.84,0,0,0,2013-06-01,300.96,2016-05-01
1038274,1268176,17000,17000,16975, 36 months,0.1465,586.41,C,C3,1 year,MORTGAGE,60000,Verified,2011-11-01,Fully Paid,646xx,MO,20.9,0,01-08-2000,2,NA,NA,10,0,15845,0.506,14,f,0,0,20917.05871,20886.3,17000,3917.06,0,0,0,2014-05-01,4510.14,2014-05-01
1038275,1268177,12000,12000,12000, 36 months,0.1242,400.99,B,B4,10+ years,MORTGAGE,37500,Source Verified,2011-11-01,Fully Paid,456xx,OH,13.25,0,01-08-1999,0,46,NA,6,0,15360,0.931,13,f,0,0,13965.6581,13965.66,12000,1965.66,0,0,0,2013-09-01,5954.44,2015-09-01
1038284,1268186,16000,16000,16000, 36 months,0.1427,548.95,C,C2,5 years,OWN,60000,Not Verified,2011-11-01,Fully Paid,724xx,AR,18.62,0,01-12-2001,1,NA,NA,11,0,15916,0.601,25,f,0,0,18934.90219,18934.9,16000,2934.9,0,0,0,2013-08-01,8522.69,2016-05-01
1038285,1268187,20000,20000,20000, 36 months,0.1269,670.9,B,B5,10+ years,MORTGAGE,60000,Verified,2011-11-01,Fully Paid,847xx,UT,17.56,0,01-06-1996,1,NA,NA,7,0,31476,0.86,21,f,0,0,24152.25255,24152.25,20000,4152.25,0,0,0,2014-12-01,708.5,2016-05-01
1038314,1268219,15000,15000,15000, 36 months,0.1242,501.23,B,B4,4 years,RENT,95000,Source Verified,2011-11-01,Fully Paid,900xx,CA,15.74,0,01-01-2002,1,NA,NA,6,0,15274,0.562,9,f,0,0,17695.55754,17695.56,15000,2695.56,0,0,0,2014-04-01,180.55,2016-05-01
1038320,1268226,2100,2100,2100, 36 months,0.1727,75.16,D,D3,4 years,RENT,44400,Source Verified,2011-11-01,Fully Paid,234xx,VA,6.49,0,01-08-2007,0,NA,NA,3,0,7398,0.85,5,f,0,0,2706.494318,2706.49,2100,606.49,0,0,0,2014-12-01,80.22,2014-12-01
1038322,1268228,5000,5000,5000, 36 months,0.0991,161.13,B,B1,4 years,MORTGAGE,101000,Not Verified,2011-11-01,Fully Paid,104xx,NY,10.7,0,01-09-1994,0,34,NA,16,0,17643,0.564,46,f,0,0,5817.079412,5817.08,5000,802.08,15,0,0,2015-01-01,5.94,2015-08-01
1038330,1268236,23600,23600,23600, 60 months,0.1864,607.54,E,E1,10+ years,OWN,60000,Verified,2011-12-01,Current,775xx,TX,24.36,0,01-06-1996,2,NA,NA,10,0,17969,0.509,21,f,4007,4007,32184.54,32184.54,19593.04,12591.5,0,0,0,2016-05-01,607.54,2016-05-01
1038336,1268221,13000,13000,12975, 36 months,0.079,406.78,A,A4,3 years,RENT,33000,Not Verified,2011-11-01,Fully Paid,326xx,FL,10.87,0,01-08-2001,0,NA,NA,9,0,13974,0.463,13,f,0,0,14643.80889,14615.65,13000,1643.81,0,0,0,2014-12-01,414.32,2014-12-01
1038341,1268247,7000,7000,7000, 60 months,0.1596,170.08,C,C5,6 years,MORTGAGE,130500,Not Verified,2011-12-01,Fully Paid,125xx,NY,11.26,0,01-05-1998,1,34,NA,12,0,21133,0.642,31,f,0,0,10118.40001,10118.4,7000,3118.4,0,0,0,2016-03-01,1614.4,2016-05-01
1038342,1268248,14000,14000,14000, 60 months,0.1349,322.07,C,C1,5 years,OWN,65500,Source Verified,2011-12-01,Fully Paid,140xx,NY,23.87,0,01-06-1997,3,NA,NA,9,0,21284,0.476,48,f,0,0,18914.07002,18914.07,14000,4914.07,0,0,0,2016-03-01,556.09,2016-05-01
1038354,1268260,7500,7500,7500, 36 months,0.1758,269.57,D,D4,10+ years,RENT,38400,Not Verified,2011-11-01,Fully Paid,921xx,CA,20.88,0,01-03-1988,0,35,NA,6,0,995,0.995,25,f,0,0,9234.05719,9234.06,7500,1719.06,14.99999998,0,0,2014-03-01,1489.59,2015-04-01
1038362,1268079,20000,20000,19975, 60 months,0.1727,499.96,D,D3,1 year,RENT,65000,Verified,2011-12-01,Fully Paid,078xx,NJ,8.7,0,01-11-2001,1,NA,NA,6,0,10770,0.905,10,f,0,0,23242.52531,23213.47,20000,3242.53,0,0,0,2012-12-01,17755.67,2012-12-01
1038425,1268343,4250,4250,4250, 60 months,0.1349,97.77,C,C1,7 years,RENT,30000,Verified,2011-12-01,Fully Paid,770xx,TX,18.12,0,01-02-2005,0,NA,NA,10,0,9442,0.855,15,f,0,0,5803.469996,5803.47,4250,1553.47,0,0,0,2016-01-01,1110.51,2016-01-01
1038434,1268354,24000,24000,23975, 60 months,0.1758,603.98,D,D4,3 years,RENT,125004,Verified,2011-12-01,Current,190xx,PA,5.14,0,01-05-1994,0,65,NA,10,0,10708,0.686,26,f,4022,4018,31943.55,31910.44,19977.95,11965.6,0,0,0,2016-05-01,603.98,2016-05-01
1038447,1268367,24000,24000,23975, 60 months,0.1269,542.28,B,B5,4 years,MORTGAGE,103000,Verified,2011-12-01,Fully Paid,024xx,MA,5.2,0,01-02-1997,1,NA,NA,9,0,9557,0.659,24,f,0,0,32302.33006,32268.68,24000,8302.33,0,0,0,2016-03-01,5188.33,2016-04-01
1038453,1268374,5000,5000,5000, 36 months,0.0662,153.52,A,A2,7 years,RENT,62000,Not Verified,2011-11-01,Fully Paid,284xx,NC,19.08,0,01-01-2000,0,NA,NA,9,0,1387,0.158,26,f,0,0,5360.254803,5360.25,5000,360.25,0,0,0,2013-05-01,2608.24,2014-03-01
1038455,1268376,20000,20000,20000, 36 months,0.1269,670.9,B,B5,8 years,RENT,75000,Verified,2011-12-01,Fully Paid,900xx,CA,11.18,0,01-04-1998,0,80,NA,7,0,9280,0.584,21,f,0,0,24152.25255,24152.25,20000,4152.25,0,0,0,2014-12-01,715.64,2016-04-01
1038475,1268396,21000,21000,21000, 60 months,0.2089,566.83,F,F1,2 years,RENT,71040,Source Verified,2011-12-01,Charged Off,959xx,CA,6.52,0,01-01-1997,0,30,NA,9,0,11639,0.946,19,f,0,0,8407.58,8407.58,2903.76,4454.76,0,1049.06,10.1,2013-01-01,566.83,2013-06-01
1038476,1268397,10000,10000,10000, 36 months,0.0751,311.11,A,A3,2 years,RENT,80000,Not Verified,2011-11-01,Charged Off,018xx,MA,19.56,0,01-07-1983,2,NA,NA,13,0,21640,0.722,23,f,0,0,7777.75,7777.75,6672.99,1072.48,15.52649031,16.75,0,2014-01-01,311.11,2016-04-01
1038479,1268400,10000,10000,10000, 36 months,0.0603,304.36,A,A1,10+ years,MORTGAGE,55000,Not Verified,2011-11-01,Fully Paid,752xx,TX,19.4,0,01-09-1997,2,NA,NA,15,0,5601,0.05,40,f,0,0,10956.77596,10956.78,10000,956.78,0,0,0,2014-12-01,307.88,2014-12-01
1038481,1268402,10000,10000,10000, 36 months,0.1349,339.31,C,C1,7 years,RENT,150000,Not Verified,2011-11-01,Fully Paid,926xx,CA,16.91,0,01-09-1994,2,45,NA,12,0,12183,0.625,28,f,0,0,12203.64919,12203.65,10000,2203.65,0,0,0,2014-10-01,1019.26,2014-10-01
1038484,1268405,22000,22000,21725, 60 months,0.1171,486.16,B,B3,2 years,RENT,50000,Verified,2011-12-01,Fully Paid,021xx,MA,17.21,0,01-01-2003,0,NA,NA,10,0,9961,0.439,29,f,0,0,28884.34996,28523.3,22000,6884.35,0,0,0,2016-05-01,1104.03,2016-04-01
1038490,1268411,3100,3100,3100, 36 months,0.1171,102.54,B,B3,< 1 year,RENT,20000,Source Verified,2011-12-01,Fully Paid,925xx,CA,21.78,0,01-09-2001,0,27,NA,5,0,11850,0.853,12,f,0,0,3513.775873,3513.78,3100,413.78,0,0,0,2013-05-01,1879.95,2016-02-01
1038500,1268421,12000,12000,12000, 36 months,0.089,381.04,A,A5,2 years,RENT,30000,Not Verified,2011-11-01,Fully Paid,731xx,OK,24.44,0,01-11-2006,0,NA,NA,6,0,10343,0.694,10,f,0,0,13566.45407,13566.45,12000,1566.45,0,0,0,2014-03-01,4052.2,2016-05-01
1038510,1250127,29100,29100,28825, 60 months,0.1864,749.12,E,E1,2 years,MORTGAGE,152004,Verified,2011-12-01,Fully Paid,951xx,CA,18.12,0,01-04-2000,0,82,NA,11,0,13477,0.67,43,f,0,0,31741.48441,31441.52,29100,2641.48,0,0,0,2012-06-01,27997.64,2015-09-01
1038518,1268441,25000,25000,24925, 60 months,0.1171,552.46,B,B3,10+ years,MORTGAGE,60000,Verified,2011-12-01,Current,604xx,IL,13.38,0,01-03-1998,2,NA,NA,16,0,7414,0.083,26,f,3732,3721,29296.53,29208.79,21267.63,8001.29,27.60951331,0,0,2016-05-01,552.46,2016-05-01
1038531,1268456,7500,7500,7500, 36 months,0.0662,230.28,A,A2,2 years,RENT,27600,Source Verified,2011-12-01,Fully Paid,430xx,OH,24.04,0,01-11-2000,0,NA,NA,7,0,7664,0.295,13,f,0,0,8289.976278,8289.98,7500,789.98,0,0,0,2014-12-01,237.49,2015-02-01
1038542,1268466,2000,2000,2000, 36 months,0.1427,68.62,C,C2,1 year,MORTGAGE,27600,Source Verified,2011-11-01,Fully Paid,301xx,GA,6.74,0,01-06-1979,2,NA,NA,4,0,15534,0.971,8,f,0,0,2470.223001,2470.22,2000,470.22,0,0,0,2014-12-01,75.25,2015-05-01
1038566,1268272,18000,18000,18000, 60 months,0.1596,437.35,C,C5,9 years,MORTGAGE,63000,Not Verified,2011-12-01,Fully Paid,168xx,PA,13.89,0,01-11-2003,1,75,NA,8,0,14756,0.574,16,f,0,0,25954.84002,25954.84,18000,7954.84,0,0,0,2016-02-01,4524.69,2016-05-01
1038602,1268311,7000,7000,7000, 36 months,0.1065,228.02,B,B2,2 years,RENT,36475,Not Verified,2011-11-01,Charged Off,303xx,GA,21.06,0,01-02-2005,2,NA,NA,19,0,3976,0.624,24,f,0,0,1097.26,1097.26,495.88,359.08,14.9913253,227.3,2.41,2012-07-01,415,2012-08-01
1038607,1268516,17500,17500,17250, 36 months,0.1065,570.04,B,B2,10+ years,MORTGAGE,78413,Verified,2011-12-01,Fully Paid,630xx,MO,18.93,0,01-03-1990,0,NA,NA,8,0,29221,0.885,34,f,0,0,20253.74453,19964.41,17500,2753.74,0,0,0,2014-02-01,6020.77,2016-05-01
1038609,1268518,20450,20450,20400, 60 months,0.1864,526.45,E,E1,< 1 year,RENT,52008,Verified,2011-12-01,Charged Off,950xx,CA,23.14,0,01-07-1997,0,NA,NA,8,0,17779,0.785,40,f,0,0,8359.47,8339.11,3228.86,4130.87,0,999.74,9.53,2013-02-01,1052.9,2013-07-01
1038617,1268526,18825,18825,18800, 60 months,0.2206,520.57,F,F4,4 years,RENT,50000,Verified,2011-12-01,Charged Off,924xx,CA,22.42,0,01-10-2005,2,NA,NA,9,0,12594,0.926,19,f,0,0,16889.86,16867.44,6376.72,8719.81,0,1793.33,17.93330001,2014-06-01,520.57,2015-10-01
1038627,1268536,35000,35000,34962, 60 months,0.1864,901.01,E,E1,10+ years,RENT,85602,Verified,2011-12-01,Charged Off,928xx,CA,20.66,0,01-11-1988,1,NA,NA,12,0,14249,0.596,14,f,0,0,12612.45,12571.34,5535.28,7066.54,0,10.63,0,2013-02-01,901.01,2016-05-01
1038639,1268548,8000,8000,8000, 36 months,0.1465,275.96,C,C3,7 years,RENT,87000,Not Verified,2011-11-01,Fully Paid,068xx,CT,3.94,0,01-01-2007,1,NA,NA,6,0,10569,0.673,10,f,0,0,9934.264743,9934.26,8000,1934.26,0,0,0,2014-12-01,282.73,2016-04-01
1038642,1268551,7000,7000,7000, 36 months,0.1171,231.54,B,B3,< 1 year,RENT,57000,Source Verified,2011-11-01,Fully Paid,972xx,OR,4.88,0,01-04-2006,0,NA,NA,6,0,7195,0.734,10,f,0,0,8192.809136,8192.81,7000,1192.81,0,0,0,2014-01-01,2648.22,2016-01-01
1038651,1268561,12000,12000,12000, 36 months,0.1242,400.99,B,B4,10+ years,RENT,88000,Source Verified,2011-11-01,Fully Paid,229xx,VA,13.57,1,01-06-1999,0,18,NA,14,0,9942,0.592,23,f,0,0,14290.485,14290.49,12000,2290.49,0,0,0,2014-07-01,272.25,2014-07-01
1038672,1264686,3800,3800,3800, 36 months,0.1349,128.94,C,C1,8 years,RENT,47000,Source Verified,2011-11-01,Fully Paid,787xx,TX,6.23,0,01-09-2001,0,64,NA,8,0,3714,0.442,19,f,0,0,4641.651045,4641.65,3800,841.65,0,0,0,2014-12-01,137.98,2016-05-01
1038680,1268591,20000,20000,20000, 60 months,0.1527,478.64,C,C4,9 years,MORTGAGE,90000,Verified,2011-12-01,Fully Paid,856xx,AZ,12.33,0,01-09-1998,1,NA,NA,9,0,19734,0.759,29,f,0,0,28158.7,28158.7,20000,8158.7,0,0,0,2015-10-01,6650.82,2015-10-01
1038683,1268593,10000,10000,10000, 36 months,0.1242,334.16,B,B4,1 year,RENT,42000,Source Verified,2011-11-01,Fully Paid,363xx,AL,23.71,0,01-10-2002,0,NA,NA,7,0,9784,0.894,19,f,0,0,11638.07916,11638.08,10000,1638.08,0,0,0,2013-09-01,4963.14,2013-09-01
1038701,1268612,10000,10000,9750, 36 months,0.1171,330.76,B,B3,10+ years,RENT,92000,Not Verified,2011-11-01,Fully Paid,117xx,NY,8.27,0,01-11-1998,0,52,NA,12,0,12385,0.409,36,f,0,0,10704.82665,10437.21,10000,704.83,0,0,0,2013-03-01,1083.05,2016-05-01
1038713,1268624,22000,22000,21900, 60 months,0.1727,549.96,D,D3,10+ years,RENT,84000,Verified,2011-12-01,Current,028xx,RI,13.8,0,01-07-1996,1,59,NA,11,0,20579,0.583,36,f,3660,3644,29098.35,28966.39,18339.61,10758.74,0,0,0,2016-05-01,549.96,2016-04-01
1038737,1268651,30000,30000,30000, 36 months,0.1727,1073.62,D,D3,< 1 year,RENT,171600,Source Verified,2011-12-01,Fully Paid,926xx,CA,11.78,0,01-12-1995,2,NA,NA,13,0,36653,0.696,40,f,0,0,38650.19891,38650.2,30000,8650.2,0,0,0,2014-12-01,1091.44,2014-12-01
1038738,1268653,12900,12900,12900, 60 months,0.1825,329.34,D,D5,1 year,RENT,75000,Source Verified,2011-12-01,Current,057xx,VT,21.79,0,01-12-1994,0,33,NA,11,0,13809,0.731,23,f,2186,2186,17432.93,17432.93,10714.12,6718.81,0,0,0,2016-05-01,329.34,2016-04-01
1038741,1268656,1450,1450,1450, 36 months,0.1427,49.75,C,C2,5 years,RENT,55560,Not Verified,2011-11-01,Fully Paid,300xx,GA,6.95,1,01-12-1993,0,14,29,7,1,3408,0.874,21,f,0,0,1790.907371,1790.91,1450,340.91,0,0,0,2014-12-01,54.4,2016-05-01
1038750,1268665,20000,20000,20000, 60 months,0.1465,472.14,C,C3,7 years,RENT,40000,Source Verified,2011-12-01,Fully Paid,653xx,MO,23.94,0,01-03-2003,1,NA,NA,7,0,21265,0.684,12,f,0,0,27779.71,27779.71,20000,7779.71,0,0,0,2015-10-01,6534.88,2016-05-01
1038761,1268677,15500,15500,15500, 36 months,0.1465,534.66,C,C3,10+ years,MORTGAGE,63000,Source Verified,2011-11-01,Fully Paid,306xx,GA,17.56,0,01-05-1999,1,26,NA,15,0,17484,0.609,33,f,0,0,16700.46876,16700.47,15500,1200.47,0,0,0,2012-11-01,1128.04,2015-09-01
1038768,1268494,4200,4200,4200, 60 months,0.1677,103.87,D,D2,7 years,MORTGAGE,22088,Verified,2011-11-01,Fully Paid,564xx,MN,10.65,0,01-09-1996,2,NA,NA,9,0,4753,0.914,13,f,0,0,5716.54059,5716.54,4200,1516.54,0,0,0,2014-08-01,2505.09,2016-05-01
1038832,1268760,6000,6000,6000, 36 months,0.1065,195.44,B,B2,< 1 year,MORTGAGE,40000,Source Verified,2011-12-01,Fully Paid,107xx,NY,8.1,0,01-08-2004,3,48,NA,10,0,1405,0.234,25,f,0,0,6145.995192,6146,6000,146,0,0,0,2012-09-01,86.73,2014-08-01
1038861,1268792,10000,10000,10000, 60 months,0.1349,230.05,C,C1,10+ years,MORTGAGE,60000,Not Verified,2011-12-01,Fully Paid,064xx,CT,13.32,0,01-12-1995,6,NA,NA,8,0,8182,0.13,36,f,0,0,11632.71209,11632.71,10000,1632.71,0,0,0,2013-04-01,8190.16,2013-04-01
1038868,1268799,25000,25000,24700, 60 months,0.1065,539.21,B,B2,6 years,MORTGAGE,86923,Verified,2011-12-01,Fully Paid,740xx,OK,7.88,0,01-09-1996,0,NA,NA,8,0,24504,0.336,30,f,0,0,27471.01072,27141.36,25000,2471.01,0,0,0,2012-12-01,21572.37,2012-12-01
1038875,1268806,25000,25000,24950, 60 months,0.1171,552.46,B,B3,< 1 year,RENT,60000,Verified,2011-12-01,Fully Paid,032xx,NH,6.76,0,01-08-2006,0,NA,NA,5,0,4534,0.252,9,f,0,0,25722.84975,25671.4,25000,722.85,0,0,0,2012-03-01,24620.71,2016-05-01
1038878,1268809,10000,10000,10000, 36 months,0.1269,335.45,B,B5,2 years,RENT,52000,Not Verified,2011-11-01,Fully Paid,983xx,WA,7.04,0,01-01-2002,0,32,NA,9,0,6452,0.665,14,f,0,0,12076.12628,12076.13,10000,2076.13,0,0,0,2014-12-01,353.71,2014-12-01
1038880,1268811,20000,20000,19950, 60 months,0.1677,494.59,D,D2,8 years,MORTGAGE,56500,Verified,2011-12-01,Current,119xx,NY,20.73,0,01-05-1983,1,NA,NA,17,0,27025,0.593,29,f,3299,3291,26167.6,26102.5,16701.01,9466.59,0,0,0,2016-05-01,494.59,2016-05-01
1038889,1268820,15000,15000,14950, 36 months,0.1349,508.96,C,C1,4 years,RENT,60000,Verified,2011-11-01,Fully Paid,108xx,NY,18.18,0,01-01-2003,2,NA,NA,9,0,10532,0.727,19,f,0,0,18322.42001,18261.35,15000,3322.42,0,0,0,2015-01-01,532.52,2016-04-01
1038900,1268833,10000,10000,10000, 36 months,0.1677,355.39,D,D2,2 years,MORTGAGE,100000,Source Verified,2011-11-01,Fully Paid,958xx,CA,4.24,1,01-09-1994,0,17,NA,7,0,5920,0.879,24,f,0,0,12779.12687,12779.13,10000,2779.13,0,0,0,2014-10-01,1065.6,2016-05-01
1038907,1268841,7200,7200,7200, 36 months,0.1349,244.3,C,C1,< 1 year,MORTGAGE,114000,Source Verified,2011-11-01,Charged Off,981xx,WA,12.12,0,01-08-2000,1,NA,NA,9,0,81405,0.924,17,f,0,0,5618.9,5618.9,4249.97,1354.9,0,14.03,0,2013-11-01,244.3,2016-05-01
1038914,1268848,6000,6000,6000, 36 months,0.0603,182.62,A,A1,10+ years,MORTGAGE,110000,Source Verified,2011-11-01,Fully Paid,925xx,CA,1.32,0,01-02-1980,0,NA,NA,9,0,19391,0.003,26,f,0,0,6574.052163,6574.05,6000,574.05,0,0,0,2014-12-01,186.28,2014-12-01
1038918,1268852,22000,22000,21950, 60 months,0.1825,561.66,D,D5,10+ years,MORTGAGE,75000,Verified,2011-12-01,Fully Paid,750xx,TX,18.9,0,01-11-1999,1,NA,NA,14,0,27616,0.606,31,f,0,0,33083.57992,33008.39,22000,11083.58,0,0,0,2015-12-01,6685.56,2016-05-01
1038931,1268865,14000,14000,14000, 36 months,0.1269,469.63,B,B5,10+ years,RENT,62000,Not Verified,2011-11-01,Fully Paid,908xx,CA,14.73,0,01-06-1989,2,NA,NA,8,0,27385,0.67,20,f,0,0,16114.66711,16114.67,14000,2114.67,0,0,0,2013-06-01,8151.4,2016-05-01
1038943,1268876,25450,25450,25450, 60 months,0.2128,692.53,F,F2,5 years,MORTGAGE,82000,Verified,2011-12-01,Fully Paid,297xx,SC,20.9,0,01-04-2000,3,NA,NA,11,0,24575,0.775,29,f,0,0,26349.28749,26349.29,25450,899.29,0,0,0,2012-02-01,25657.41,2014-05-01
1038970,1268687,5575,5575,5575, 36 months,0.0662,171.18,A,A2,5 years,RENT,28800,Not Verified,2011-11-01,Fully Paid,787xx,TX,21.17,0,01-10-2004,0,NA,NA,7,0,4756,0.732,33,f,0,0,6156.073128,6156.07,5575,581.07,0,0,0,2014-11-01,184.63,2016-04-01
1038980,1268698,12000,12000,12000, 36 months,0.1065,390.88,B,B2,8 years,MORTGAGE,60000,Not Verified,2011-11-01,Fully Paid,759xx,TX,15.56,0,01-02-2002,1,NA,NA,10,0,22296,0.517,28,f,0,0,14071.62202,14071.62,12000,2071.62,0,0,0,2014-12-01,406.91,2014-12-01
1038984,1268704,20000,20000,20000, 36 months,0.1427,686.18,C,C2,6 years,RENT,82000,Verified,2011-12-01,Fully Paid,100xx,NY,9.79,0,01-01-2001,1,NA,NA,7,0,11372,0.801,9,f,0,0,24702.40218,24702.4,20000,4702.4,0,0,0,2014-12-01,712.33,2016-05-01
1039010,1268931,20000,20000,19975, 36 months,0.1242,668.31,B,B4,3 years,RENT,63000,Verified,2011-12-01,Fully Paid,925xx,CA,19.09,0,01-11-1999,1,NA,NA,12,0,16167,0.703,27,f,0,0,22836.25787,22807.71,20000,2836.26,0,0,0,2013-05-01,12153.41,2015-01-01
1039015,1268936,27050,27050,27025, 36 months,0.1349,917.82,C,C1,4 years,RENT,60000,Verified,2011-12-01,Fully Paid,329xx,FL,21.34,0,01-07-1998,0,NA,NA,7,0,5841,0.504,16,f,0,0,33105.98786,33075.39,27050,6011.66,44.33000002,0,0,2015-01-01,29.21,2015-01-01
1039020,1238864,8000,8000,8000, 36 months,0.0603,243.49,A,A1,n/a,OWN,31500,Verified,2011-11-01,Fully Paid,334xx,FL,0.57,0,01-01-1987,0,62,NA,6,0,248,0.005,17,f,0,0,8584.774164,8584.77,8000,584.77,0,0,0,2013-07-01,4204.71,2013-07-01
1039027,1268949,16000,16000,15975, 60 months,0.1527,382.92,C,C4,8 years,MORTGAGE,45200,Verified,2011-12-01,Fully Paid,921xx,CA,19.67,0,01-09-1991,3,NA,NA,7,0,14750,0.585,17,f,0,0,20604.45741,20572.26,16000,4604.46,0,0,0,2014-03-01,10676.89,2014-03-01
